RecipeID,Name,TimeRequired,Instructions,Portions,Cuisine,DishID
42,All Purpose Quick Mix With 28 Variations,30,"Blend flours, baking powder and salt.  Cut  butter or margarine into flour mixture until  it resembles coarse cornmeal., Store  tightly covered in refrigerator or  freezer until needed., To prepare a variation:  Mix together baking mix and additional ingredients listed in one of the variations.  Spread batter in a 13x9 inch loaf pan  and bake at 350 degrees for 30 minutes or until done.  You may also make as muffins; baking time will be shorter., There are 28 variations of what you can do with  this mix: Variations include  almond, apple, apricot, banana,  blueberry, butterscotch chip, carrot, chocolate or carob chip, coconut,  cranberry, date, fig, granola, lemon, orange, peach,  pineapple, peanut, pear,  pecan, pineapple, prune, pumpkin, raisin, spice, yam,  walnut, yogurt & zucchini---with this same mix as the base for all of them! HERE ARE THE VARIATIONS:, 
SWEET POTATO OR YAM:    3 1/2 cup quick mix  1 teaspoons Cinnamon  1/2 teaspoons allspice  1 cup chopped 1 cup mashed, cooked sweet potato  nuts  1 egg  2/3 cup honey - 1/3 cup milk OR 3/4 cup sugar - 1/2 cup milk., WALNUT:  3 1/2 cup quick mix  1 cup chopped walnuts  1 egg  2/3 cup honey - 1 cup milk OR 3/4 cup sugar - 1 1/4 cup milk., YOGURT:  3 1/2 cup quick mix  1/2 teaspoons Baking soda  1 cup chopped nuts 1 cup yogurt, any flavor   1 egg  2/3 cup honey - 1/2 cup milk OR 3/4 cup sugar - 2/3 cup milk., 
ZUCCHINI:  3 1/2 cup quick mix  1 teaspoons Cinnamon  1 cup chopped nuts  1 cup shredded zucchini  1 egg  2/3 cup honey - 2/3 cup milk OR 3/4 cup brown sugar, firmly packed - 1 cup milk., ALMOND:  3 1/2 cup quick mix  1 teaspoons almond extract  1 cup sliced almonds  1 egg  2/3 cup honey - 1 cup milk OR 3/4 cup sugar - 1 1/4 cup milk., APPLE:  3 1/2 cup quick mix  1 teaspoons Cinnamon  1 cup chopped nuts  1 cup apple, shredded  1 egg  2/3 cup honey - 2/3 cup milk or apple juice OR 3/4 cup brown sugar, firmly packed - 1 cup milk or  apple juice., 
APRICOT:  3 1/2 cup quick mix  1 cup chopped nuts  1 cup diced, dried apricots  1 egg  3/4 cup honey - 3/4 cup apricot nectar OR 1 cup sugar - 1 cup apricot nectar., BANANA:  3 1/2 cup quick mix  1 cup chopped nuts  1 cup mashed bananas  1 egg  2/3 cup honey - 1/3 cup milk OR 3/4 cup sugar - 1/2 cup milk., BLUEBERRY:  3 1/2 cup quick mix  1 teaspoons grated orange peel  1 cup chopped nuts  1 cup blueberries  1 egg  2/3 cup honey - 1 cup orange juice OR 3/4 cup sugar - 1 cup orange juice., BUTTERSCOTCH CHIP:  3 1/2 cup quick mix  1 teaspoons vanilla  1 cup chopped nuts  1 cup butterscotch chips  1 egg  2/3 cup honey - 1 cup milk OR 3/4 cup brown sugar, firmly packed - 1 1/4 cup milk., 
CARROT:  3 1/2 cup quick mix  1 teaspoons Cinnamon  1 cup chopped nuts  1 cup grated carrot  1 egg  2/3 cup honey - 2/3 cup milk OR 3/4 cup brown sugar, firmly packed - 1 cup milk., CHOCOLATE OR CAROB CHIP:  3 1/2 cup quick mix  1 cup chopped nuts  1 cup chcolate or carob chips 1 egg   2/3 cup honey - 1 cup milk OR 3/4 cup sugar - 1 1/4 cup milk., COCONUT:  3 1/2 cup quick mix  1 cup chopped nuts  3/4 cup coconut  1 egg  2/3 cup honey - 1 cup milk OR 3/4 cup brown sugar, firmly packed - 1 1/4 cup milk., 
CRANBERRY:  3 1/2 cup quick mix  1 Tbsp grated orange peel  1 cup chopped nuts  3/4 cup cranberries, chopped  1 egg  2/3 cup honey - 3/4 cup orange juice OR 3/4 cup brown sugar, firmly packed - 1 cup orange  juice., DATE:  3 1/2 cup quick mix  1 Tbsp grated orange peel  1 cup chopped nuts  1 cup dates, chopped 1 egg   2/3 cup honey - 3/4 cup orange juice OR 3/4 cup sugar - 1 cup orange juice., FIG:  3 1/2 cup quick mix  1/2 teaspoons Cinnamon  1/2 teaspoons allspice  1 cup chopped nuts  1 cup chopped, dried figs  1 egg  2/3 cup honey - 3/4 cup orange juice OR 3/4 cup sugar - 1 cup orange juice., 
GRANOLA:  3 1/2 cup quick mix  1 cup granola  1 egg  2/3 cup honey - 1 cup milk, apple, or orange juice OR 3/4 cup sugar - 1 1/4 cup milk, apple, or orange juice., LEMON:  3 1/2 cup quick mix  2 Tbsp grated lemon peel  1 cup chopped nuts  1 egg  2/3 cup honey - 1 cup milk OR 3/4 cup sugar - 1 1/4 cup milk., ORANGE:  3 1/2 cup quick mix  2 Tbsp grated orange peel  1 cup chopped nuts  1 egg  2/3 cup honey - 1 cup orange juice OR 3/4 cup sugar - 1 1/4 cup orange juice., PEACH:  3 1/2 cup quick mix  1 teaspoons Cinnamon  1 cup chopped nuts  1 cup diced, dried peaches  1 egg  2/3 cup honey - 3/4 cup orange juice OR 3/4 cup sugar - 1 cup orange juice., 
PEANUT:  3 1/2 cup quick mix  1 cup chopped peanuts  1 egg  2/3 cup honey - 1 cup milk OR 3/4 cup brown sugar, firmly packed - 1 1/4 cup milk., PEAR:  3 1/2 cup quick mix  1 teaspoons Cinnamon  1 cup chopped nuts  1 cup diced, dried pears  1 egg  2/3 cup honey - 3/4 cup orange juice OR 3/4 cup sugar - 1 cup orange juice., PECAN:  3 1/2 cup quick mix  1 cup chopped pecans  1 egg  2/3 cup honey - 1 cup milk OR 3/4 cup brown sugar, firmly packed - 1 1/4 cup milk., PINEAPPLE:  3 1/2 cup quick mix  1 Tbsp grated orange peel  1 cup chopped nuts  2/3 cup drained, crushed pineapple  1 egg  2/3 cup honey - 2/3 cup orange juice OR 3/4 cup brown sugar, firmly packed - 3/4 cup  orange juice., 
PRUNE:  3 1/2 cup quick mix  1 Tbsp grated orange peel  1 cup chopped nuts  1 cup chopped, dried prunes  1 egg  2/3 cup honey - 3/4 cup prune juice OR 3/4 cup sugar - 1 cup prune juice., PUMPKIN:  3 1/2 cup quick mix  1 teaspoons cinnamon  1/2 teaspoons allspice  1 cup chopped nuts  1 cup canned pumpkin  1 egg  2/3 cup honey - 1/3 cup milk OR 3/4 cup sugar - 1/2 cup., RAISIN:  3 1/2 cup quick mix  1 cup chopped nuts  1 cup raisins  1 egg  2/3 cup honey - 3/4 cup milk or orange juice OR 3/4 cup sugar - 1 cup milk or orange juice., 
SPICE:  3 1/2 cup quick mix  1/2 teaspoons Cinnamon  1/2 teaspoons nutmeg  1/4 teaspoons cloves  1 cup chopped nuts  1 egg  2/3 cup honey - 1 cup milk OR 3/4 cup sugar - 1 1/4 cup milk.",4.0,International,42
43,Brazilian Empadinhas,30,"DOUGH Cut butter into salt and flour., Stir in rest of the ingredients and knead to  combine or just process everything until it forms a ball., Let rest covered 1  hour Make balls the size of a walnut, from 2/3  of the dough and line small  muffin tins with the dough., Place 2 tsp. of the cold filling into the lined  tins., Make small balls with the rest of the dough., Flatten them to make lids for the mini pies., Brush tops with egg yolk Bake in preheated 350 F oven for 30 to  35 minutes or until golden brown., 
SHRIMP FILLING Clean and devein shrimp, saving heads and shells., Make a broth with the shells  and heads and 2 cups water., Cook 1 hour, uncovered over low heat. Strain broth  and cook it down to 1/2 cup., Cook onions and garlic in olive oil until they  start changing color., Add bell pepper and cook 2 minutes, Add tomatoes, broth  and seasonings and simmer almost to a paste. Add shrimp and cook just until they become opaque. Stir in cornstarch diluted in 2 Tbsp water., Stir until thick., 
Add parsley., Let cool before using, NOTES : May use other fillings such as chicken, hearts of palms, cheese Miriam Podcameni Posvolsky Rio de Janeiro",8.0,International,43
44,Bubble and Squeak,30,"Wash potatoes under cold running water then place in a large saucepan., Cover with salted water, bring to a boil, reduce heat and simmer until soft, uncovered, about 15 minutes., Drain and set aside and allow to cool slightly., Peel potatoes and mash., Add butter and cream and mix well., Meanwhile fry bacon until crisp., Drain on paper towel and set aside. In the same skillet add onion to bacon drippings and saute until soft, about 3 - 5 minutes., Stir in celery, sage and pepper and saute 2 minutes longer., 
Add lemon juice. Combine vegetables with mashed potatoes, stir well to combine and refrigerate for 2 hours., Shape potato mixture into 10 patties., Melt 2 tablespoons butter in a large skillet and saute patties until brown and crispy, about 5 minutes per side. Crumble bacon over top and serve.                    - - - - - - - - - - - - - - - - - -",4.0,International,44
45,Braised Brussels Sprouts With Vinegar and Dill,30,"Trim sprouts; halved if desired., In large pot of boiling salted water, cook Brussels sprouts for 8 minutes if whole, 6 minutes if halved, or until barely tender., Drain, refresh under cold running water and drain again., In well-greased 13x9-inch casserole, combine sprouts, dill, vinegar, and salt and pepper to taste; mix well., Bake, covered, in 350°F oven for 10 minutes., Uncover and bake for 5 minutes longer.",12.0,International,45
46,Butter Madeira Cake,30,"Grease lined tin with melted butter., Sift flour and baking powder into  processor and add all remaining ingredients., Run machine for 20 counts., Scrape  down sides., Run machine for a further 30 counts., Transfer to prepared tin and spread evenly with a spatula.  Bake at 160° C for 1 1/2 hours., Leave in tin 15 minutes  before turning onto a rack., VARIATIONS Seed cake = Add 2-3 tsp caraway seeds after scraping down the sides., Orange Cake = omit vanilla., Add 1 tsp orange peel., 
Lemon Cake = Add 1 tsp lemon peel., Chocolate Speckle Cake = Add 1 crushed Chocolate Flake Bar after scraping down sides., Raisin Cake = Add 3 oz raisins after scraping down sides., Spicy Cake = Add 2-3 tsp Mixed Spice with the other ingredients.",8.0,International,46
47,Butter Dips,30,"Heat oven to 450., Melt butter in oven oblong 13 x 9 1/2 x 3 inch pan., Remove when butter is melted., Sift dry ingredients into bowl., Add milk., Stir slowly with a fork until dough just clings together., Knead lightly about 10 times., Roll out 1/2 inch thick into rectangular 12 x 8 inch pan., Cut in half lengthwise, then crosswise into 16 strips., Dip each strip on both sides in melted butter., Place close together in two rows., Bake 15-20 minutes until golden brown., 
Serve piping hot.",4.0,International,47
48,Brownies,30,"Preheat oven., It must be hot to begin the baking., Cut the chocolate and the butter into small pieces and put together in a pan., Cook until butter and chocolate are well melted and mixed (one  or two minutes. Don't let the chocolate burn or it will become too much bitter! I suggest to use always wooden tablespoons, if possible. Add the two cups of sugar and let the preparation get cold., Incorporate the eggs, mixing very well after each one of them., Parfum with the vanilla, the rum and the coffee. Add the nuts and the flour, mixing always very well., 
Put this heavy cream into a rectangular bakery pan and bake it for approximately 30 minutes., Serve cold (room temperature.          Serves: about 12 big brownies (for tea time                 about 24 small ones  (for coffee, after a meal.",12.0,International,48
49,Breakfast Burritos,30,"Scramble eggs with a small amount of milk., In another pan, crumble sausage and brown., Combine with cheese; cook over low flame until cheese melts., Mix in just enough ketchup until mixture holds together., Warm tortillas in microwave on medium for about 30 seconds until soft enough to roll up without cracking., Place about 1/4 cup egg mixture in tortilla and roll up., Serve with salsa.",4.0,International,49
50,Almond Joy Cake,30,"Cake:  Bake according to directions on Super Moist Betty Crocker German Chocolate Cake Mix in 9\x13\ pan. Grease and flour pan. After allowing cake to to cool thoroughly, slice in half, making two thin layers. Lay top half aside carefully., Center:  Cut up marshmallows with kitchen shears, (rub blades with margarine to prevent  sticking., Boil margarine, milk, and sugar together for 3 minutes.   Pour over marshmallows until melted.   Add coconut and stir., Spread this mixture over bottom half of cake. Sprinkle generously with chopped almonds, if desired., 
Replace top half of cake., Icing:  Combine sugar, milk and margarine, cook to soft ball stage or until candy  thermometer reaches 238 degrees.  Stir constantly to prevent scorching.    Remove  from heat, stir in chocolate chips, add marshmallow creme and vanilla flavoring.   Beat until well blended., Cool, (not very much. Spread on cake. Sprinkle entire  cake generously with almond  pieces., Cake is better if it sits overnight.",12.0,International,50
51,Almond Paste,30,"Force blanched almonds through fine blade of food chopper 4x or whirl in electric blender. Add lemon juice., Cook water and sugar until candy thermometer registers 240*F or until a small amount of mixture dropped into cold water forms a soft ball. Add to ground almonds. Mix well. When cool enough to handle, knead until smooth. Cool., Pack in a jar, cover & store in refrigerator for at least 1 week to ripen. Makes about 2 pounds., NOTE: If almond paste is too stiff to handle after storage, place in top part of double boiler and heat over hot, NOT boiling, water until sufficiently soft to handle. Use in cookies, coffee cakes or in other pastries and desserts.
",4.0,International,51
52,Brown Rice and Vegetable Pilaf,30,"Preheat oven to 325 degrees F., Heat chicken broth to boiling., Combine broth   with brown rice, butter, oregano, marjoram, and summery  savory in 3 quart  casserole and bake, covered, for 1-1/2 hours or until  rice is tender., Keep  hot.   Melt butter in large skillet or dutch oven., Add celery, snow peas,  broccoli, green onion, and ginger and stir fry until crisp-tender., Add  vegetables, lemon rind, and toasted coconut to rice.  Toss lightly  to combine.  Adjust seasonings.",6.0,International,52
53,Brown Bag Apple Salad,30,"In medium-size bowl, stir together orange juice, honey and lemon juice., Add apples, grapes, orange sections and walnuts; toss to coat with juice mixture., Refrigerate or pack into individual containers for lunches and snacks.",4.0,International,53
54,Blue Stuffed Mushrooms,30,"In a medium bowl, combine the blue cheese and the cream cheese., Beat them together with an electric mixer so that they are smooth., Add the half & half and beat it in so that the mixture is fluffy., Fill the mushroom caps with the cheese mixture., Top each with a pecan half and a basil leaf.",4.0,International,54
55,Blueberry Buttertarts,30,"Preheat oven to 375F., Leave shells in foil cups and place on a baking sheet. In  large bowl, whisk egg with syrup, juice and vanilla., In another bowl, stir sugar with flour., Divide berries among shells., Pour in egg mixture, filling each shell right to top., Bake on bottom rack at 375F oven until bubbly and top is a bit  crusty, from 18-23 minutes.Tarts will firm up when cool and can be refrigerated  2 days.",12.0,International,55
56,Calzone,30,"Open rolls and let stand until they reach room temperature. Heat tomato sauce  with basil and oregano; set aside. Simmer sausages in water to cover for 20  minutes; drain, cool, remove the casings and slice thinly., For each Calzone,  compress half the rolls into a flat cake and roll on a floured board to make an  11-inch diameter circle. Brush lightly with oil and spread half the tomato sauce over half the dough circle to within 1/2 inch of edge. Top sauce with half the  sausage; sprinkle with half the Mozzarella cheese and Romano cheese. Fold plain  half over filling to within 1/4 inch of opposite edge. Roll bottom edge up over  top edge; pinch or crimp together to seal., 
Brush with oil., Repeat to make second Calzone. Transfer both Calzones with a wide spatula to a greased baking sheet,  placing slightly apart. Pierce tops in a few places with a fork., Bake in a 500  degrees oven for 6 minutes or until golden brown., *Any brand of biscuits refrigerated dough may be substituted.",4.0,International,56
